timestamp,REAL/FAKE,BASE_BYTES,LOAD_BYTES,FINAL_BYTES,REAL_BYTES
2025-06-18 17:51:28,REAL,2650475986,484,2650476470,2650476470
2025-06-18 17:51:30,REAL,2650476470,491,2650476961,2650476961
2025-06-18 17:51:32,REAL,2650476961,482,2650477443,2650477443
2025-06-18 17:51:34,REAL,2650477443,485,2650477928,2650477928
2025-06-18 17:51:36,REAL,2650477928,540,2650478468,2650478468
2025-06-18 17:51:38,REAL,2650478468,483,2650478951,2650478951
2025-06-18 17:51:40,REAL,2650478951,483,2650479434,2650479434
2025-06-18 17:51:42,REAL,2650479434,474,2650479908,2650479908
2025-06-18 17:51:44,REAL,2650479908,484,2650480392,2650480392
2025-06-18 17:51:46,REAL,2650480392,535,2650480927,2650480927
2025-06-18 17:51:48,REAL,2650480927,485,2650481412,2650481412
2025-06-18 17:51:50,REAL,2650481412,484,2650481896,2650481896
2025-06-18 17:51:52,REAL,2650481896,487,2650482383,2650482383
2025-06-18 17:51:54,REAL,2650482383,485,2650482868,2650482868
2025-06-18 17:51:56,REAL,2650482868,487,2650483355,2650483355
2025-06-18 17:51:58,REAL,2650483355,530,2650483885,2650483885
2025-06-18 17:52:00,REAL,2650483885,3332,2650487217,2650487217
2025-06-18 17:52:02,REAL,2650487217,11962,2650499179,2650499179
2025-06-18 17:52:04,REAL,2650499179,10315,2650509494,2650509494
2025-06-18 17:52:06,REAL,2650509494,10258,2650519752,2650519752
2025-06-18 17:52:08,REAL,2650519752,10257,2650530009,2650530009
2025-06-18 17:52:10,REAL,2650530009,10251,2650540260,2650540260
2025-06-18 17:52:12,REAL,2650540260,10248,2650550508,2650550508
2025-06-18 17:52:14,REAL,2650550508,10257,2650560765,2650560765
2025-06-18 17:52:16,REAL,2650560765,3129,2650563894,2650563894
2025-06-18 17:52:18,REAL,2650563894,539,2650564433,2650564433
2025-06-18 17:52:20,REAL,2650564433,482,2650564915,2650564915
2025-06-18 17:52:22,REAL,2650564915,487,2650565402,2650565402
2025-06-18 17:52:24,REAL,2650565402,537,2650565939,2650565939
2025-06-18 17:52:26,REAL,2650565939,481,2650566420,2650566420
2025-06-18 17:52:28,REAL,2650566420,486,2650566906,2650566906
2025-06-18 17:52:30,REAL,2650566906,487,2650567393,2650567393
2025-06-18 17:52:32,REAL,2650567393,3932,2650571325,2650571325
2025-06-18 17:52:34,REAL,2650571325,11704,2650583029,2650583029
2025-06-18 17:52:36,REAL,2650583029,10255,2650593284,2650593284
2025-06-18 17:52:38,REAL,2650593284,10257,2650603541,2650603541
2025-06-18 17:52:40,REAL,2650603541,10372,2650613913,2650613913
2025-06-18 17:52:42,REAL,2650613913,10252,2650624165,2650624165
2025-06-18 17:52:44,REAL,2650624165,10256,2650634421,2650634421
2025-06-18 17:52:46,REAL,2650634421,10249,2650644670,2650644670
2025-06-18 17:52:48,REAL,2650644670,2469,2650647139,2650647139
2025-06-18 17:52:50,REAL,2650647139,480,2650647619,2650647619
2025-06-18 17:52:52,REAL,2650647619,480,2650648099,2650648099
2025-06-18 17:52:54,REAL,2650648099,482,2650648581,2650648581
2025-06-18 17:52:56,REAL,2650648581,537,2650649118,2650649118
2025-06-18 17:52:58,REAL,2650649118,480,2650649598,2650649598
2025-06-18 17:53:00,REAL,2650649598,486,2650650084,2650650084
2025-06-18 17:53:02,REAL,2650650084,543,2650650627,2650650627
2025-06-18 17:53:04,REAL,2650650627,4518,2650655145,2650655145
2025-06-18 17:53:06,REAL,2650655145,11377,2650666522,2650666522
2025-06-18 17:53:08,REAL,2650666522,10243,2650676765,2650676765
2025-06-18 17:53:10,REAL,2650676765,10325,2650687090,2650687090
2025-06-18 17:53:12,REAL,2650687090,10248,2650697338,2650697338
2025-06-18 17:53:14,REAL,2650697338,10253,2650707591,2650707591
2025-06-18 17:53:16,REAL,2650707591,10319,2650717910,2650717910
2025-06-18 17:53:18,REAL,2650717910,10255,2650728165,2650728165
2025-06-18 17:53:20,REAL,2650728165,1876,2650730041,2650730041
2025-06-18 17:53:22,REAL,2650730041,484,2650730525,2650730525
2025-06-18 17:53:24,REAL,2650730525,540,2650731065,2650731065
2025-06-18 17:53:26,REAL,2650731065,480,2650731545,2650731545
2025-06-18 17:53:28,REAL,2650731545,540,2650732085,2650732085
2025-06-18 17:53:30,REAL,2650732085,483,2650732568,2650732568
2025-06-18 17:53:32,REAL,2650732568,476,2650733044,2650733044
2025-06-18 17:53:34,REAL,2650733044,487,2650733531,2650733531
2025-06-18 17:53:36,REAL,2650733531,5575,2650739106,2650739106
2025-06-18 17:53:38,REAL,2650739106,11175,2650750281,2650750281
2025-06-18 17:53:40,REAL,2650750281,10253,2650760534,2650760534
2025-06-18 17:53:42,REAL,2650760534,10260,2650770794,2650770794
2025-06-18 17:53:44,REAL,2650770794,10325,2650781119,2650781119
2025-06-18 17:53:46,REAL,2650781119,10318,2650791437,2650791437
2025-06-18 17:53:48,REAL,2650791437,10253,2650801690,2650801690
2025-06-18 17:53:50,REAL,2650801690,10253,2650811943,2650811943
2025-06-18 17:53:52,REAL,2650811943,1281,2650813224,2650813224
2025-06-18 17:53:54,REAL,2650813224,493,2650813717,2650813717
2025-06-18 17:53:56,REAL,2650813717,480,2650814197,2650814197
2025-06-18 17:53:58,REAL,2650814197,474,2650814671,2650814671
2025-06-18 17:54:00,REAL,2650814671,536,2650815207,2650815207
2025-06-18 17:54:02,REAL,2650815207,480,2650815687,2650815687
2025-06-18 17:54:04,REAL,2650815687,482,2650816169,2650816169
2025-06-18 17:54:06,REAL,2650816169,479,2650816648,2650816648
2025-06-18 17:54:08,REAL,2650816648,6089,2650822737,2650822737
2025-06-18 17:54:10,REAL,2650822737,11320,2650834057,2650834057
2025-06-18 17:54:12,REAL,2650834057,10323,2650844380,2650844380
2025-06-18 17:54:14,REAL,2650844380,10253,2650854633,2650854633
2025-06-18 17:54:16,REAL,2650854633,10251,2650864884,2650864884
2025-06-18 17:54:18,REAL,2650864884,10318,2650875202,2650875202
2025-06-18 17:54:20,REAL,2650875202,10322,2650885524,2650885524
2025-06-18 17:54:22,REAL,2650885524,10255,2650895779,2650895779
2025-06-18 17:54:24,REAL,2650895779,620,2650896399,2650896399
2025-06-18 17:54:26,REAL,2650896399,483,2650896882,2650896882
2025-06-18 17:54:28,REAL,2650896882,483,2650897365,2650897365
2025-06-18 17:54:30,REAL,2650897365,538,2650897903,2650897903
2025-06-18 17:54:32,REAL,2650897903,488,2650898391,2650898391
2025-06-18 17:54:34,REAL,2650898391,542,2650898933,2650898933
2025-06-18 17:54:36,REAL,2650898933,480,2650899413,2650899413
2025-06-18 17:54:38,REAL,2650899413,480,2650899893,2650899893
2025-06-18 17:54:40,REAL,2650899893,489,2650900382,2650900382
2025-06-18 17:54:42,REAL,2650900382,479,2650900861,2650900861
2025-06-18 17:54:44,REAL,2650900861,485,2650901346,2650901346
2025-06-18 17:54:46,REAL,2650901346,487,2650901833,2650901833
2025-06-18 17:54:48,REAL,2650901833,478,2650902311,2650902311
2025-06-18 17:54:50,REAL,2650902311,483,2650902794,2650902794
2025-06-18 17:54:52,REAL,2650902794,538,2650903332,2650903332
2025-06-18 17:54:54,REAL,2650903332,483,2650903815,2650903815
2025-06-18 17:54:56,REAL,2650903815,477,2650904292,2650904292
2025-06-18 17:54:58,REAL,2650904292,479,2650904771,2650904771
2025-06-18 17:55:00,REAL,2650904771,483,2650905254,2650905254
2025-06-18 17:55:02,REAL,2650905254,479,2650905733,2650905733
2025-06-18 17:55:04,REAL,2650905733,484,2650906217,2650906217
2025-06-18 17:55:06,REAL,2650906217,477,2650906694,2650906694
2025-06-18 17:55:08,REAL,2650906694,489,2650907183,2650907183
2025-06-18 17:55:10,REAL,2650907183,485,2650907668,2650907668
2025-06-18 17:55:12,REAL,2650907668,483,2650908151,2650908151
2025-06-18 17:55:14,REAL,2650908151,589,2650908740,2650908740
2025-06-18 17:55:16,REAL,2650908740,479,2650909219,2650909219
2025-06-18 17:55:18,REAL,2650909219,485,2650909704,2650909704
2025-06-18 17:55:20,REAL,2650909704,484,2650910188,2650910188
2025-06-18 17:55:22,REAL,2650910188,481,2650910669,2650910669
2025-06-18 17:55:24,REAL,2650910669,477,2650911146,2650911146
2025-06-18 17:55:26,REAL,2650911146,476,2650911622,2650911622
2025-06-18 17:55:28,REAL,2650911622,9402,2650921024,2650921024
2025-06-18 17:55:30,REAL,2650921024,11575,2650932599,2650932599
2025-06-18 17:55:32,REAL,2650932599,10258,2650942857,2650942857
2025-06-18 17:55:34,REAL,2650942857,10249,2650953106,2650953106
2025-06-18 17:55:36,REAL,2650953106,10374,2650963480,2650963480
2025-06-18 17:55:38,REAL,2650963480,10244,2650973724,2650973724
2025-06-18 17:55:40,REAL,2650973724,10246,2650983970,2650983970
2025-06-18 17:55:42,REAL,2650983970,8872,2650992842,2650992842
2025-06-18 17:55:44,REAL,2650992842,487,2650993329,2650993329
2025-06-18 17:55:46,REAL,2650993329,487,2650993816,2650993816
2025-06-18 17:55:48,REAL,2650993816,487,2650994303,2650994303
2025-06-18 17:55:50,REAL,2650994303,486,2650994789,2650994789
2025-06-18 17:55:52,REAL,2650994789,482,2650995271,2650995271
2025-06-18 17:55:54,REAL,2650995271,480,2650995751,2650995751
2025-06-18 17:55:56,REAL,2650995751,489,2650996240,2650996240
2025-06-18 17:55:58,REAL,2650996240,535,2650996775,2650996775
2025-06-18 17:56:00,REAL,2650996775,483,2650997258,2650997258
2025-06-18 17:56:02,REAL,2650997258,484,2650997742,2650997742
2025-06-18 17:56:04,REAL,2650997742,485,2650998227,2650998227
2025-06-18 17:56:06,REAL,2650998227,483,2650998710,2650998710
2025-06-18 17:56:08,REAL,2650998710,488,2650999198,2650999198
2025-06-18 17:56:10,REAL,2650999198,547,2650999745,2650999745
2025-06-18 17:56:12,REAL,2650999745,483,2651000228,2651000228
2025-06-18 17:56:14,REAL,2651000228,491,2651000719,2651000719
2025-06-18 17:56:16,REAL,2651000719,487,2651001206,2651001206
2025-06-18 17:56:18,REAL,2651001206,479,2651001685,2651001685
2025-06-18 17:56:20,REAL,2651001685,483,2651002168,2651002168
2025-06-18 17:56:22,REAL,2651002168,488,2651002656,2651002656
2025-06-18 17:56:24,REAL,2651002656,486,2651003142,2651003142
2025-06-18 17:56:26,REAL,2651003142,476,2651003618,2651003618
2025-06-18 17:56:28,REAL,2651003618,490,2651004108,2651004108
2025-06-18 17:56:30,REAL,2651004108,485,2651004593,2651004593
2025-06-18 17:56:32,REAL,2651004593,489,2651005082,2651005082
2025-06-18 17:56:34,REAL,2651005082,540,2651005622,2651005622
2025-06-18 17:56:36,REAL,2651005622,486,2651006108,2651006108
2025-06-18 17:56:38,REAL,2651006108,480,2651006588,2651006588
2025-06-18 17:56:40,REAL,2651006588,485,2651007073,2651007073
2025-06-18 17:56:42,REAL,2651007073,487,2651007560,2651007560
2025-06-18 17:56:44,REAL,2651007560,489,2651008049,2651008049
2025-06-18 17:56:46,REAL,2651008049,479,2651008528,2651008528
2025-06-18 17:56:48,REAL,2651008528,483,2651009011,2651009011
2025-06-18 17:56:50,REAL,2651009011,532,2651009543,2651009543
2025-06-18 17:56:52,REAL,2651009543,485,2651010028,2651010028
2025-06-18 17:56:54,REAL,2651010028,480,2651010508,2651010508
2025-06-18 17:56:56,REAL,2651010508,490,2651010998,2651010998
2025-06-18 17:56:58,REAL,2651010998,481,2651011479,2651011479
2025-06-18 17:57:00,REAL,2651011479,483,2651011962,2651011962
2025-06-18 17:57:02,REAL,2651011962,484,2651012446,2651012446
2025-06-18 17:57:04,REAL,2651012446,10125,2651022571,2651022571
2025-06-18 17:57:06,REAL,2651022571,10520,2651033091,2651033091
2025-06-18 17:57:08,REAL,2651033091,10315,2651043406,2651043406
2025-06-18 17:57:10,REAL,2651043406,10246,2651053652,2651053652
2025-06-18 17:57:12,REAL,2651053652,10371,2651064023,2651064023
2025-06-18 17:57:14,REAL,2651064023,10252,2651074275,2651074275
2025-06-18 17:57:16,REAL,2651074275,10253,2651084528,2651084528
2025-06-18 17:57:18,REAL,2651084528,6711,2651091239,2651091239
2025-06-18 17:57:20,REAL,2651091239,484,2651091723,2651091723
2025-06-18 17:57:22,REAL,2651091723,491,2651092214,2651092214
2025-06-18 17:57:24,REAL,2651092214,493,2651092707,2651092707
2025-06-18 17:57:26,REAL,2651092707,492,2651093199,2651093199
2025-06-18 17:57:28,REAL,2651093199,475,2651093674,2651093674
2025-06-18 17:57:30,REAL,2651093674,486,2651094160,2651094160
2025-06-18 17:57:32,REAL,2651094160,485,2651094645,2651094645
2025-06-18 17:57:34,REAL,2651094645,476,2651095121,2651095121
2025-06-18 17:57:36,REAL,2651095121,485,2651095606,2651095606
2025-06-18 17:57:38,REAL,2651095606,480,2651096086,2651096086
2025-06-18 17:57:40,REAL,2651096086,477,2651096563,2651096563
2025-06-18 17:57:42,REAL,2651096563,491,2651097054,2651097054
2025-06-18 17:57:44,REAL,2651097054,545,2651097599,2651097599
2025-06-18 17:57:46,REAL,2651097599,479,2651098078,2651098078
2025-06-18 17:57:48,REAL,2651098078,479,2651098557,2651098557
2025-06-18 17:57:50,REAL,2651098557,542,2651099099,2651099099
2025-06-18 17:57:52,REAL,2651099099,478,2651099577,2651099577
2025-06-18 17:57:54,REAL,2651099577,490,2651100067,2651100067
2025-06-18 17:57:56,REAL,2651100067,490,2651100557,2651100557
2025-06-18 17:57:58,REAL,2651100557,488,2651101045,2651101045
2025-06-18 17:58:00,REAL,2651101045,489,2651101534,2651101534
2025-06-18 17:58:02,REAL,2651101534,484,2651102018,2651102018
2025-06-18 17:58:04,REAL,2651102018,484,2651102502,2651102502
2025-06-18 17:58:06,REAL,2651102502,485,2651102987,2651102987
2025-06-18 17:58:08,REAL,2651102987,479,2651103466,2651103466
2025-06-18 17:58:10,REAL,2651103466,482,2651103948,2651103948
2025-06-18 17:58:12,REAL,2651103948,488,2651104436,2651104436
2025-06-18 17:58:14,REAL,2651104436,494,2651104930,2651104930
2025-06-18 17:58:16,REAL,2651104930,485,2651105415,2651105415
2025-06-18 17:58:18,REAL,2651105415,480,2651105895,2651105895
2025-06-18 17:58:20,REAL,2651105895,492,2651106387,2651106387
2025-06-18 17:58:22,REAL,2651106387,486,2651106873,2651106873
2025-06-18 17:58:24,REAL,2651106873,481,2651107354,2651107354
2025-06-18 17:58:26,REAL,2651107354,595,2651107949,2651107949
2025-06-18 17:58:28,REAL,2651107949,484,2651108433,2651108433
2025-06-18 17:58:30,REAL,2651108433,488,2651108921,2651108921
2025-06-18 17:58:32,REAL,2651108921,483,2651109404,2651109404
2025-06-18 17:58:34,REAL,2651109404,492,2651109896,2651109896
2025-06-18 17:58:36,REAL,2651109896,481,2651110377,2651110377
2025-06-18 17:58:38,REAL,2651110377,477,2651110854,2651110854
2025-06-18 17:58:40,REAL,2651110854,14941,2651125795,2651125795
2025-06-18 17:58:42,REAL,2651125795,10328,2651136123,2651136123
2025-06-18 17:58:44,REAL,2651136123,10257,2651146380,2651146380
2025-06-18 17:58:46,REAL,2651146380,10259,2651156639,2651156639
2025-06-18 17:58:48,REAL,2651156639,10327,2651166966,2651166966
2025-06-18 17:58:50,REAL,2651166966,10248,2651177214,2651177214
2025-06-18 17:58:52,REAL,2651177214,10321,2651187535,2651187535
2025-06-18 17:58:54,REAL,2651187535,5044,2651192579,2651192579
2025-06-18 17:58:56,REAL,2651192579,489,2651193068,2651193068
2025-06-18 17:58:58,REAL,2651193068,490,2651193558,2651193558
2025-06-18 17:59:00,REAL,2651193558,492,2651194050,2651194050
2025-06-18 17:59:02,REAL,2651194050,550,2651194600,2651194600
2025-06-18 17:59:04,REAL,2651194600,478,2651195078,2651195078
2025-06-18 17:59:06,REAL,2651195078,478,2651195556,2651195556
2025-06-18 17:59:08,REAL,2651195556,486,2651196042,2651196042
2025-06-18 17:59:10,REAL,2651196042,1475,2651197517,2651197517
2025-06-18 17:59:12,REAL,2651197517,12237,2651209754,2651209754
2025-06-18 17:59:14,REAL,2651209754,10251,2651220005,2651220005
2025-06-18 17:59:16,REAL,2651220005,10245,2651230250,2651230250
2025-06-18 17:59:18,REAL,2651230250,10251,2651240501,2651240501
2025-06-18 17:59:20,REAL,2651240501,10246,2651250747,2651250747
2025-06-18 17:59:22,REAL,2651250747,10245,2651260992,2651260992
2025-06-18 17:59:24,REAL,2651260992,10258,2651271250,2651271250
2025-06-18 17:59:26,REAL,2651271250,4439,2651275689,2651275689
2025-06-18 17:59:28,REAL,2651275689,480,2651276169,2651276169
2025-06-18 17:59:30,REAL,2651276169,487,2651276656,2651276656
2025-06-18 17:59:32,REAL,2651276656,490,2651277146,2651277146
2025-06-18 17:59:34,REAL,2651277146,486,2651277632,2651277632
2025-06-18 17:59:36,REAL,2651277632,489,2651278121,2651278121
2025-06-18 17:59:38,REAL,2651278121,491,2651278612,2651278612
2025-06-18 17:59:40,REAL,2651278612,543,2651279155,2651279155
2025-06-18 17:59:42,REAL,2651279155,2410,2651281565,2651281565
2025-06-18 17:59:44,REAL,2651281565,13420,2651294985,2651294985
2025-06-18 17:59:46,REAL,2651294985,10323,2651305308,2651305308
2025-06-18 17:59:48,REAL,2651305308,10249,2651315557,2651315557
2025-06-18 17:59:50,REAL,2651315557,10319,2651325876,2651325876
2025-06-18 17:59:52,REAL,2651325876,10259,2651336135,2651336135
2025-06-18 17:59:54,REAL,2651336135,10250,2651346385,2651346385
2025-06-18 17:59:56,REAL,2651346385,10319,2651356704,2651356704
2025-06-18 17:59:58,REAL,2651356704,3782,2651360486,2651360486
2025-06-18 18:00:00,REAL,2651360486,485,2651360971,2651360971
2025-06-18 18:00:02,REAL,2651360971,487,2651361458,2651361458
2025-06-18 18:00:04,REAL,2651361458,490,2651361948,2651361948
2025-06-18 18:00:06,REAL,2651361948,484,2651362432,2651362432
2025-06-18 18:00:08,REAL,2651362432,485,2651362917,2651362917
2025-06-18 18:00:10,REAL,2651362917,476,2651363393,2651363393
2025-06-18 18:00:12,REAL,2651363393,486,2651363879,2651363879
2025-06-18 18:00:14,REAL,2651363879,2935,2651366814,2651366814
2025-06-18 18:00:16,REAL,2651366814,15119,2651381933,2651381933
2025-06-18 18:00:18,REAL,2651381933,10248,2651392181,2651392181
2025-06-18 18:00:20,REAL,2651392181,10316,2651402497,2651402497
2025-06-18 18:00:22,REAL,2651402497,10256,2651412753,2651412753
2025-06-18 18:00:24,REAL,2651412753,10253,2651423006,2651423006
2025-06-18 18:00:26,REAL,2651423006,10255,2651433261,2651433261
